"start_row.id","ziel_row.id","n_Work","geometry"
13,133,46.5244391787723,c(8.54068917617084, 8.52244455509985, 47.5280420425062, 47.3413153151547)
13,136,49.5242259576075,c(8.54068917617084, 8.51985744090159, 47.5280420425062, 47.3879527146257)
13,140,49.3768240236724,c(8.54068917617084, 8.48135602341335, 47.5280420425062, 47.381954123625)
13,142,45.2258994879771,c(8.54068917617084, 8.52768906872976, 47.5280420425062, 47.4197749910131)
22,133,45.7974102961808,c(8.58527764354342, 8.52244455509985, 47.4580203108637, 47.3413153151547)
22,136,48.7503195490559,c(8.58527764354342, 8.51985744090159, 47.4580203108637, 47.3879527146257)
22,140,48.6052212220499,c(8.58527764354342, 8.48135602341335, 47.4580203108637, 47.381954123625)
25,133,47.2394603273639,c(8.57193373621414, 8.52244455509985, 47.4301644354449, 47.3413153151547)
25,136,50.2853491903702,c(8.57193373621414, 8.51985744090159, 47.4301644354449, 47.3879527146257)
25,140,50.1356822394562,c(8.57193373621414, 8.48135602341335, 47.4301644354449, 47.381954123625)
25,142,45.920962847753,c(8.57193373621414, 8.52768906872976, 47.4301644354449, 47.4197749910131)
58,136,45.093547250561,c(8.58481544227707, 8.51985744090159, 47.2486708349687, 47.3879527146257)
58,142,45.493908616413,c(8.58481544227707, 8.52768906872976, 47.2486708349687, 47.4197749910131)
65,142,45.2125896375432,c(8.65210489542268, 8.52768906872976, 47.2249153856882, 47.4197749910131)
82,132,47.9290802011691,c(8.61720851971125, 8.54183019937935, 47.3905301862693, 47.3726434224703)
82,133,56.5472873538265,c(8.61720851971125, 8.52244455509985, 47.3905301862693, 47.3413153151547)
82,134,50.8757796100085,c(8.61720851971125, 8.5066674649131, 47.3905301862693, 47.3596795876445)
82,135,47.5400056797632,c(8.61720851971125, 8.51938237425147, 47.3905301862693, 47.3797259443259)
82,136,59.0211931938079,c(8.61720851971125, 8.51985744090159, 47.3905301862693, 47.3879527146257)
82,139,45.0109849739844,c(8.61720851971125, 8.56323872516498, 47.3905301862693, 47.3552814373878)
82,140,58.8455251005073,c(8.61720851971125, 8.48135602341335, 47.3905301862693, 47.381954123625)
82,142,54.9690003945719,c(8.61720851971125, 8.52768906872976, 47.3905301862693, 47.4197749910131)
89,132,49.8816307801142,c(8.72159076917151, 8.54183019937935, 47.3531767696679, 47.3726434224703)
89,133,58.8509286070043,c(8.72159076917151, 8.52244455509985, 47.3531767696679, 47.3413153151547)
89,134,52.9483735870955,c(8.72159076917151, 8.5066674649131, 47.3531767696679, 47.3596795876445)
89,135,49.4767059942077,c(8.72159076917151, 8.51938237425147, 47.3531767696679, 47.3797259443259)
89,136,61.4256179262199,c(8.72159076917151, 8.51985744090159, 47.3531767696679, 47.3879527146257)
89,138,47.0260386937771,c(8.72159076917151, 8.5820863155584, 47.3531767696679, 47.3699481593365)
89,139,49.3212620531562,c(8.72159076917151, 8.56323872516498, 47.3531767696679, 47.3552814373878)
89,140,61.2427931333346,c(8.72159076917151, 8.48135602341335, 47.3531767696679, 47.381954123625)
89,142,57.2083456059844,c(8.72159076917151, 8.52768906872976, 47.3531767696679, 47.4197749910131)
95,132,46.4167255490082,c(8.39823711139235, 8.54183019937935, 47.4020034826816, 47.3726434224703)
95,133,45.6470111519458,c(8.39823711139235, 8.52244455509985, 47.4020034826816, 47.3413153151547)
95,134,46.8996795634894,c(8.39823711139235, 8.5066674649131, 47.4020034826816, 47.3596795876445)
95,136,53.8769586955342,c(8.39823711139235, 8.51985744090159, 47.4020034826816, 47.3879527146257)
95,138,46.0381015150274,c(8.39823711139235, 8.5820863155584, 47.4020034826816, 47.3699481593365)
95,139,46.2413785432402,c(8.39823711139235, 8.56323872516498, 47.4020034826816, 47.3552814373878)
95,140,51.5238688283763,c(8.39823711139235, 8.48135602341335, 47.4020034826816, 47.381954123625)
95,142,52.4116207450551,c(8.39823711139235, 8.52768906872976, 47.4020034826816, 47.4197749910131)
99,136,47.4830716006659,c(8.44884910530675, 8.51985744090159, 47.3949806384095, 47.3879527146257)
99,142,47.1564506371735,c(8.44884910530675, 8.52768906872976, 47.3949806384095, 47.4197749910131)
133,132,49.0083249283846,c(8.52244455509985, 8.54183019937935, 47.3413153151547, 47.3726434224703)
133,133,45.6513025814405,c(8.52244455509985, 8.52244455509985, 47.3413153151547, 47.3413153151547)
133,134,48.9561192527498,c(8.52244455509985, 8.5066674649131, 47.3413153151547, 47.3596795876445)
